NewsID,informativeness_score
N38772,0.9583
N48026,0.8515
N16041,0.8276
N24361,0.8447
N27630,0.8909
N40586,0.9618
N29733,0.9607
N64312,0.9299
N38865,0.9046
N4961,0.989
N1239,0.9408
N27366,0.6388
N34720,0.8597
N14901,0.8929
N19330,0.894
N64272,0.8599
N62122,0.8567
N10016,0.8175
N33096,0.8396
N20663,0.9326
N31737,0.8785
N48939,0.9053
N11192,0.9563
N56686,0.7974
N10407,0.9345
N34530,0.9304
N31361,0.8548
N40276,0.9294
N53033,0.8146
N1610,0.975
N64515,0.8434
N50755,0.8826
N20131,0.8852
N46493,0.8223
N25881,0.9718
N31315,0.9674
N2319,0.9192
N5770,0.8865
N15927,0.9495
N48614,0.8372
N44236,0.9135
N13758,0.8863
N6633,0.8607
N46964,0.8898
N29625,0.9393
N31936,0.9107
N43021,0.7255
N26891,0.9541
N15087,0.9399
N4824,0.9715
N11528,0.971
N58076,0.9516
N13312,0.9575
N31293,0.8336
N25903,0.93
N28183,0.9279
N60842,0.9288
N25003,0.8844
N64783,0.981
N64050,0.9145
N40613,0.8763
N20525,0.837
N14657,0.8161
N59858,0.885
N18459,0.8096
N44003,0.8945
N42466,0.9043
N35638,0.8449
N3501,0.8891
N21767,0.9822
N10078,0.9548
N4716,0.8593
N497,0.9427
N45538,0.8407
N24947,0.839
N4708,0.9827
N32884,0.8463
N59395,0.9283
N36705,0.9748
N41427,0.9229
N34011,0.9329
N57941,0.9907
N28727,0.9354
N17990,0.8721
N41171,0.8788
N14950,0.9796
N50402,0.9537
N54495,0.8889
N10690,0.831
N40349,0.85
N59289,0.9003
N31855,0.8383
N47970,0.9784
N44012,0.8925
N32009,0.9218
N12357,0.8864
N12251,0.863
N24733,0.904
N60703,0.8908
N23808,0.8386
N49023,0.9375
N24346,0.762
N19469,0.9064
N38112,0.8682
N60997,0.8288
N57059,0.7896
N56419,0.8322
N42209,0.8721
N59424,0.8728
N15524,0.9119
N57011,0.9611
N26045,0.9539
N1127,0.962
N31571,0.8698
N33041,0.9679
N40309,0.9811
N60515,0.949
N35736,0.8783
N12041,0.8242
N23987,0.9187
N20524,0.9021
N58135,0.9655
N37297,0.717
N41938,0.8366
N47406,0.9381
N52583,0.9869
N23068,0.9937
N27424,0.8123
N14608,0.8874
N28311,0.8687
N31522,0.8561
N63559,0.9483
N36217,0.9735
N62522,0.844
N47847,0.918
N28789,0.9492
N41914,0.855
N64825,0.8933
N45247,0.9567
N13667,0.8942
N16322,0.9049
N24776,0.8623
N51938,0.8562
N30863,0.8894
N52709,0.9202
N13140,0.9109
N42060,0.8729
N155,0.8888
N10230,0.9526
N3526,0.9556
N45579,0.9528
N8030,0.9213
N41878,0.8907
N40301,0.741
N38760,0.9648
N25544,0.9163
N40139,0.7861
N46141,0.7888
N53071,0.8816
N36537,0.956
N10448,0.8914
N31725,0.9284
N3899,0.9645
N34138,0.8986
N12394,0.947
N8159,0.9621
N7079,0.9443
N41233,0.8881
N49579,0.8495
N6174,0.9037
N44225,0.9457
N50593,0.8928
N17476,0.9576
N10099,0.8481
N54571,0.94
N62481,0.9552
N20154,0.9652
N50027,0.8987
N54590,0.9254
N47001,0.9631
N20752,0.9164
N60207,0.9283
N10217,0.9598
N47693,0.8856
N48159,0.8865
N42896,0.8712
N56695,0.8887
N4565,0.9526
N5792,0.8999
N19860,0.9068
N13787,0.9303
N52177,0.8819
N22536,0.8718
N42886,0.9752
N10765,0.8451
N30950,0.9745
N4773,0.9566
N4026,0.8135
N38210,0.917
N7713,0.8878
N46191,0.9823
N9044,0.9412
N17435,0.9718
N1708,0.8066
N61036,0.8897
N15700,0.9308
N44442,0.7594
N25848,0.9301
N7238,0.8619
N33943,0.9353
N31352,0.9479
N27823,0.9324
N60402,0.9318
N50051,0.7767
N25090,0.9323
N61181,0.943
N9725,0.9677
N31122,0.9393
N45011,0.8845
N997,0.9372
N21197,0.9808
N46460,0.8846
N41132,0.9553
N20916,0.9568
N15634,0.9512
N56504,0.6843
N50033,0.9564
N48811,0.8418
N63150,0.9815
N21331,0.9253
N22616,0.8887
N20622,0.8606
N52798,0.945
N48188,0.8614
N6845,0.8849
N24447,0.8074
N17892,0.9828
N41786,0.9294
N32883,0.7826
N44863,0.9251
N30462,0.9033
N28839,0.9846
N34299,0.8713
N63961,0.9437
N24484,0.8851
N23116,0.8858
N19385,0.9149
N2910,0.9638
N6162,0.8926
N44902,0.8511
N55402,0.9581
N47508,0.9034
N43395,0.9922
N44472,0.9247
N12615,0.9401
N30083,0.9821
N53653,0.8486
N17385,0.8256
N62400,0.935
N39823,0.8814
N41927,0.9932
N48944,0.7499
N19809,0.9426
N36,0.9642
N17871,0.9738
N36515,0.9623
N54046,0.7831
N16593,0.7969
N19170,0.8925
N42717,0.8864
N9840,0.9408
N19397,0.9417
N56614,0.8519
N52119,0.8754
N44095,0.9819
N31625,0.7429
N42105,0.6438
N50259,0.8795
N61694,0.9897
N59249,0.8983
N50264,0.9842
N48558,0.855
N21591,0.7826
N60858,0.9384
N64222,0.8823
N6189,0.9246
N49842,0.9435
N15036,0.901
N25008,0.9201
N21944,0.9203
N10860,0.9656
N64221,0.927
N20801,0.8426
N45661,0.8827
N39702,0.9142
N2821,0.9195
N27223,0.9268
N3444,0.9345
N35444,0.9402
N63573,0.9486
N25396,0.886
N29480,0.8754
N57366,0.8808
N45051,0.8576
N49476,0.9228
N13644,0.8933
N39984,0.7921
N57875,0.9575
N38406,0.8671
N3323,0.8717
N31102,0.8947
N37369,0.8051
N47043,0.9781
N54948,0.8949
N45775,0.7209
N24840,0.9624
N56972,0.8713
N62302,0.7665
N17327,0.9307
N55654,0.9217
N9949,0.9025
N46683,0.923
N35793,0.9717
N55493,0.8182
N63780,0.8634
N4235,0.9102
N17698,0.9876
N57683,0.9297
N540,0.9104
N29976,0.9224
N56175,0.8749
N343,0.9782
N48125,0.96
N29106,0.9487
N28890,0.8822
N8854,0.9625
N64047,0.969
N35473,0.9061
N60465,0.9587
N55845,0.8255
N15392,0.886
N13138,0.8594
N52650,0.9793
N36280,0.8871
N55596,0.9069
N11003,0.9181
N47805,0.9862
N1402,0.8856
N37424,0.9686
N41163,0.9204
N64470,0.9224
N48901,0.9441
N37772,0.9228
N45631,0.9154
N39414,0.9326
N29143,0.9401
N50748,0.9001
N54871,0.9147
N55238,0.9277
N59702,0.7959
N17263,0.9279
N11454,0.9215
N53658,0.9124
N64622,0.9279
N44085,0.9217
N35248,0.8844
N34282,0.8725
N54191,0.9323
N38026,0.9531
N10358,0.9399
N9713,0.8775
N40475,0.9017
N37328,0.9263
N25920,0.8619
N51033,0.9247
N35456,0.8685
N46343,0.9001
N35010,0.9886
N37496,0.935
N37244,0.8636
N11788,0.818
N63393,0.935
N20499,0.9521
N40322,0.9441
N25302,0.9681
N33926,0.9578
N47785,0.9669
N38624,0.9547
N12790,0.8653
N16483,0.8819
N50265,0.9274
N13309,0.9241
N7470,0.9796
N10237,0.9381
N3426,0.8112
N27256,0.869
N26672,0.9883
N37651,0.9849
N58800,0.9521
N63986,0.9003
N10077,0.8523
N57530,0.8598
N27093,0.8905
N24795,0.8659
N14463,0.9002
N6080,0.9336
N23254,0.8584
N1505,0.9079
N24543,0.8863
N46769,0.8712
N45674,0.8975
N62957,0.763
N2265,0.9259
N28044,0.9644
N9200,0.9074
N36029,0.9574
N52408,0.9811
N13132,0.959
N20617,0.9606
N63119,0.897
N907,0.9233
N18795,0.8671
N481,0.9466
N25207,0.9295
N39993,0.8422
N32063,0.9452
N58433,0.9787
N17501,0.9258
N22195,0.8345
N4155,0.9467
N7948,0.8767
N15349,0.8946
N44177,0.8542
N5006,0.9004
N28054,0.9453
N43107,0.8732
N16217,0.9665
N39749,0.9683
N24359,0.9032
N25998,0.9228
N37939,0.9204
N19591,0.8604
N21258,0.9455
N56935,0.9491
N34415,0.9236
N40134,0.897
N22524,0.9673
N31199,0.8851
N37528,0.8333
N23669,0.9496
N6481,0.8736
N28092,0.9804
N21884,0.9453
N38663,0.9669
N26758,0.8459
N61313,0.7678
N45039,0.8531
N42822,0.908
N17379,0.8972
N26730,0.8713
N52936,0.9181
N20606,0.9871
N81,0.8809
N2685,0.7798
N2302,0.8846
N59741,0.9474
N31603,0.9288
N18866,0.8786
N39806,0.9213
N12680,0.8975
N53460,0.9395
N14628,0.9645
N56754,0.8341
N5294,0.9775
N10439,0.9138
N62078,0.9182
N60375,0.9429
N18688,0.9451
N61356,0.8626
N33471,0.8324
N37002,0.9175
N49124,0.8236
N6086,0.954
N20358,0.8642
N15860,0.9504
N38894,0.9665
N44159,0.8897
N46573,0.9212
N42230,0.9687
N24219,0.9132
N12858,0.8798
N50958,0.9683
N16513,0.9248
N8676,0.9654
N8377,0.8357
N46267,0.9209
N53493,0.8312
N63826,0.9901
N23662,0.8638
N20571,0.9168
N59992,0.9357
N59033,0.9095
N25317,0.8413
N3511,0.7624
N11980,0.9799
N30468,0.9419
N37891,0.9264
N32439,0.934
N3948,0.9557
N18705,0.9416
N48144,0.8779
N12821,0.8773
N61334,0.9479
N1137,0.855
N27803,0.8675
N63604,0.7537
N25367,0.9447
N8773,0.9054
N8896,0.7893
N10534,0.89
N61470,0.8841
N50667,0.9575
N22158,0.969
N39662,0.9351
N58501,0.9349
N20451,0.896
N42617,0.913
N54096,0.8279
N27365,0.7682
N45362,0.8931
N8699,0.9398
N8882,0.9932
N58641,0.9629
N5671,0.8801
N24792,0.8361
N29314,0.8477
N52612,0.8728
N50540,0.927
N19446,0.9457
N14697,0.9108
N21834,0.9674
N60664,0.848
N59315,0.9095
N34196,0.926
N4140,0.9443
N46244,0.9678
N2083,0.9257
N34448,0.9675
N40884,0.9631
N25226,0.937
N59746,0.9335
N1807,0.7976
N7484,0.9169
N13867,0.9434
N11057,0.8025
N44418,0.8634
N58554,0.9133
N52106,0.8407
N47411,0.9522
N42271,0.8729
N54441,0.9717
N9324,0.8958
N59759,0.9193
N28788,0.9211
N18844,0.837
N20344,0.9086
N52482,0.9404
N23989,0.9815
N8175,0.9303
N12762,0.9628
N5967,0.7589
N47539,0.9225
N19794,0.9354
N4740,0.9321
N47131,0.8827
N52889,0.934
N15797,0.9369
N21151,0.972
N9348,0.8525
N50567,0.5498
N8830,0.9582
N31983,0.9474
N42216,0.9013
N171,0.9549
N39367,0.8382
N59760,0.9219
N14672,0.6896
N48516,0.9493
N26239,0.9103
N6660,0.8748
N61038,0.8844
N57144,0.9588
N30690,0.895
N14679,0.9141
N1195,0.9103
N1532,0.9293
N10509,0.9351
N26223,0.8505
N64540,0.9419
N57576,0.9402
N23071,0.8054
N63272,0.9533
N63659,0.9795
N753,0.9134
N32383,0.8357
N39877,0.9242
N54854,0.6912
N53143,0.9068
N19293,0.9241
N7091,0.8678
N61946,0.871
N65032,0.8444
N58436,0.9142
N55161,0.9096
N53448,0.9767
N3636,0.9679
N17076,0.9837
N46340,0.8954
N58780,0.9494
N5791,0.9751
N38197,0.9482
N6771,0.9458
N37121,0.9578
N22570,0.8887
N42504,0.8777
N35176,0.8655
N59279,0.8466
N60012,0.9813
N53744,0.9174
N25545,0.9554
N44495,0.9159
N12988,0.9304
N38812,0.9303
N27232,0.9209
N7294,0.9206
N19948,0.8412
N41863,0.9533
N37549,0.8897
N54939,0.9372
N48184,0.8721
N19897,0.9103
N36069,0.8501
N6326,0.9136
N56653,0.8194
N22621,0.8487
N504,0.8917
N40721,0.9032
N36523,0.8291
N8843,0.8452
N32551,0.9546
N14681,0.9269
N18896,0.8795
N42525,0.9015
N34776,0.9063
N16565,0.9248
N63811,0.9858
N19247,0.9626
N6292,0.9254
N30908,0.8727
N5900,0.9069
N16038,0.9441
N9797,0.9075
N60099,0.9251
N43893,0.7608
N40631,0.8734
N30188,0.8632
N26636,0.9566
N64637,0.9591
N22494,0.9205
N14586,0.8796
N22897,0.9151
N34009,0.6925
N16214,0.9887
N20612,0.7863
N3090,0.9429
N48200,0.9315
N34400,0.8844
N30602,0.883
N15491,0.9535
N35564,0.8858
N59652,0.9263
N45494,0.9031
N3238,0.9308
N31072,0.8831
N27442,0.9323
N11246,0.8539
N30022,0.8839
N44368,0.8345
N18614,0.8898
N23249,0.9106
N61278,0.9947
N18582,0.8535
N14454,0.9105
N23496,0.9226
N42752,0.2518
N41329,0.8978
N34963,0.8928
N51818,0.9558
N41429,0.9633
N45622,0.8604
N9882,0.9843
N54701,0.9203
N42301,0.86
N59143,0.9185
N33254,0.8732
N1039,0.8114
N37495,0.9864
N10178,0.9836
N57114,0.916
N19793,0.8333
N55829,0.8069
N345,0.9319
N50170,0.933
N61280,0.078
N3327,0.8825
N46120,0.9205
N62116,0.9141
N52070,0.9473
N6766,0.9932
N12418,0.7532
N16441,0.8712
N32424,0.9445
N28050,0.9083
N41219,0.9608
N51349,0.9501
N12194,0.923
N51979,0.9276
N52580,0.9646
N12573,0.9617
N49054,0.9558
N38353,0.8474
N20775,0.9541
N6656,0.8887
N1399,0.8537
N12144,0.8068
N1656,0.9416
N2313,0.8791
N28269,0.9537
N10002,0.9203
N33163,0.9129
N45684,0.8371
N23395,0.9203
N63351,0.9299
N30738,0.9549
N39951,0.9683
N54341,0.8972
N3532,0.9122
N35606,0.9184
N28015,0.9091
N40640,0.9018
N54069,0.9411
N13559,0.9326
N1697,0.9412
N354,0.8974
N12755,0.8993
N15209,0.8887
N18713,0.6855
N1430,0.9252
N21362,0.8991
N39100,0.7968
N5628,0.865
N25285,0.9108
N45179,0.8966
N42675,0.875
N16868,0.9272
N2339,0.8406
N33138,0.944
N8589,0.9168
N38860,0.938
N5205,0.9019
N13777,0.9021
N56841,0.8618
N59130,0.9537
N58189,0.9306
N25531,0.9114
N33724,0.8974
N30171,0.8123
N11273,0.9157
N40306,0.9316
N26134,0.4222
N29117,0.9074
N52877,0.9371
N23622,0.8588
N20116,0.8456
N28206,0.8779
N8448,0.8735
N24889,0.9239
N37681,0.937
N51334,0.8386
N63726,0.9247
N47599,0.9033
N29917,0.9511
N63551,0.9856
N20446,0.9122
N14002,0.8851
N35587,0.8681
N18981,0.9453
N29632,0.8693
N27106,0.8418
N20592,0.9616
N23369,0.9218
N45753,0.964
N58164,0.9077
N42222,0.7757
N20021,0.9334
N14448,0.9321
N43959,0.9016
N38252,0.9291
N33694,0.9197
N60138,0.8678
N51103,0.9085
N42393,0.8181
N794,0.8904
N18874,0.9906
N64742,0.94
N17527,0.8686
N39380,0.8787
N27268,0.9165
N57935,0.8889
N35568,0.8931
N7337,0.986
N11783,0.9053
N34923,0.9252
N57584,0.9495
N24215,0.9441
N17051,0.8546
N59004,0.9008
N23312,0.9235
N8116,0.9594
N3204,0.8884
N5918,0.9256
N25290,0.8882
N40387,0.9365
N45650,0.8521
N30342,0.9436
N35829,0.9045
N38596,0.8362
N57865,0.8383
N17796,0.8995
N26487,0.9745
N10287,0.8471
N41538,0.9133
N22449,0.9292
N46301,0.9439
N15741,0.8544
N61344,0.9083
N34582,0.8501
N49481,0.915
N22435,0.9491
N3111,0.9282
N42268,0.976
N33876,0.9006
N63634,0.9347
N54933,0.819
N26046,0.9197
N27913,0.9733
N5960,0.9797
N15935,0.9404
N7723,0.8694
N27886,0.8406
N26905,0.9025
N36578,0.9341
N16294,0.251
N43067,0.9735
N33197,0.9437
N24519,0.8975
N44451,0.9242
N15544,0.9468
N787,0.7872
N1872,0.9505
N6460,0.9057
N14706,0.9692
N19149,0.9361
N9444,0.8742
N21078,0.9375
N43326,0.8625
N19450,0.9524
N17638,0.9228
N61291,0.882
N43934,0.7959
N36838,0.94
N61758,0.873
N24520,0.9143
N34061,0.8477
N30622,0.8303
N7912,0.9606
N17829,0.8932
N63149,0.9461
N34510,0.9067
N40196,0.8278
N57839,0.8729
N64790,0.8739
N48530,0.926
N33927,0.9683
N38332,0.8795
N34355,0.9328
N38683,0.8914
N55469,0.9085
N45610,0.9352
N28791,0.907
N52454,0.9344
N15755,0.9031
N34832,0.9217
N23511,0.4013
N29874,0.956
N11667,0.8851
N10900,0.9306
N388,0.9387
N22123,0.9183
N60035,0.9579
N35542,0.9234
N56128,0.9742
N4168,0.9484
N25692,0.8808
N27862,0.9364
N8837,0.8991
N26459,0.8702
N27008,0.9372
N12222,0.9067
N41616,0.9153
N9192,0.9336
N16339,0.8213
N46517,0.9761
N48697,0.9067
N6824,0.9455
N42061,0.9314
N50911,0.908
N8035,0.814
N51451,0.9048
N47687,0.8773
N43422,0.8709
N7801,0.9399
N28885,0.9297
N20461,0.9083
N39517,0.8835
N7954,0.9412
N26666,0.9573
N3583,0.8634
N26061,0.9795
N35215,0.842
N38486,0.8889
N64503,0.9151
N30822,0.7275
N35909,0.9759
N3247,0.9948
N56465,0.8731
N51200,0.9026
N23371,0.8082
N37488,0.9639
N58402,0.9211
N50216,0.8166
N44064,0.9278
N6434,0.9491
N19755,0.87
N64026,0.8777
N40290,0.902
N63177,0.8844
N21734,0.8617
N7596,0.9333
N33500,0.9596
N58775,0.9742
N14814,0.9044
N3310,0.8516
N17922,0.8413
N55513,0.9355
N37915,0.8814
N47448,0.9895
N47281,0.88
N64555,0.8667
N52416,0.9111
N10878,0.908
N26035,0.9349
N28372,0.9065
N41456,0.821
N37718,0.7218
N60622,0.9824
N16288,0.8898
N57478,0.9453
N11452,0.95
N5763,0.9504
N25876,0.8796
N54985,0.8606
N27784,0.8667
N15914,0.8925
N36498,0.9528
N3762,0.9537
N10889,0.9586
N9198,0.8931
N30217,0.9456
N62767,0.8804
N42355,0.8351
N48937,0.9268
N38401,0.9481
N3438,0.8615
N34036,0.9056
N48496,0.9001
N25016,0.9069
N13515,0.8543
N43061,0.9798
N45507,0.9404
N65157,0.8502
N33539,0.9214
N52390,0.8899
N48669,0.859
N15203,0.9045
N11709,0.9089
N12568,0.867
N24273,0.8745
N47634,0.8684
N2468,0.9775
N29671,0.8331
N10748,0.7233
N25806,0.9024
N4912,0.837
N64994,0.8461
N25935,0.9367
N50538,0.9087
N48922,0.8951
N34670,0.9181
N46610,0.9519
N2002,0.9211
N10444,0.8649
N41961,0.9001
N49012,0.9226
N41448,0.9829
N31248,0.8354
N3949,0.8454
N38946,0.9312
N46255,0.8577
N60482,0.9174
N64983,0.9381
N49485,0.9748
N362,0.9048
N34513,0.9519
N32168,0.8828
N44974,0.9217
N59226,0.8901
N19857,0.8538
N63367,0.9197
N36489,0.9444
N30082,0.7195
N9171,0.9377
N57121,0.8938
N27319,0.8546
N6284,0.8865
N32862,0.9107
N29895,0.9176
N52051,0.948
N1968,0.8685
N4462,0.9085
N41935,0.8488
N48892,0.9395
N9554,0.9524
N26024,0.9767
N40791,0.816
N30684,0.9125
N339,0.9285
N9943,0.6128
N22991,0.9965
N54391,0.9034
N34926,0.9104
N7469,0.2016
N8986,0.8854
N25582,0.9625
N64311,0.9398
N62327,0.9233
N18916,0.9678
N17632,0.9091
N34628,0.9151
N51150,0.8633
N23203,0.9394
N14150,0.9067
N37293,0.9485
N65064,0.9632
N38182,0.9093
N41376,0.8518
N1393,0.9485
N17251,0.9584
N43256,0.9206
N3011,0.8977
N7308,0.9041
N60587,0.8972
N35052,0.8623
N39378,0.928
N12710,0.8942
N16644,0.9773
N5087,0.7881
N64074,0.8041
N12948,0.9544
N30102,0.9357
N9254,0.9461
N46299,0.858
N11590,0.966
N60251,0.8922
N26313,0.9839
N34552,0.9177
N28240,0.9371
N51684,0.9185
N6459,0.981
N24456,0.8269
N62987,0.9296
N10692,0.9666
N61046,0.9546
N8725,0.9406
N9105,0.9403
N6956,0.9494
N18468,0.84
N40222,0.8718
N32316,0.8315
N12943,0.9232
N5212,0.8956
N14778,0.9958
N62523,0.9609
N1249,0.9466
N26478,0.9064
N46767,0.8903
N4114,0.9034
N48573,0.8872
N53951,0.9207
N55717,0.9426
N21817,0.9373
N16688,0.934
N16811,0.861
N2357,0.8091
N44709,0.8131
N28857,0.8706
N63180,0.8204
N11792,0.8601
N62165,0.8913
N26757,0.9005
N46483,0.9413
N46391,0.9044
N15407,0.8021
N45628,0.966
N43658,0.9196
N14149,0.8865
N20807,0.921
N36936,0.8062
N48732,0.8979
N42633,0.8346
N28489,0.9452
N35552,0.8428
N58624,0.9894
N34877,0.8513
N43235,0.8693
N15934,0.8951
N52303,0.9555
N30371,0.9069
N57224,0.9162
N57029,0.9949
N26074,0.95
N15375,0.902
N31908,0.866
N24050,0.8382
N9140,0.9616
N23304,0.9052
N6884,0.9016
N27060,0.8133
N6828,0.8425
N34604,0.9038
N52754,0.8831
N1497,0.8827
N52621,0.8869
N21021,0.9542
N46515,0.875
N30591,0.9749
N40924,0.9202
N30973,0.9348
N33898,0.9373
N56720,0.9588
N12712,0.9178
N28813,0.8919
N13762,0.8559
N17504,0.8292
N41418,0.8286
N39737,0.9237
N63070,0.8039
N53063,0.8826
N49748,0.9129
N7039,0.9082
N27007,0.8867
N63418,0.8014
N62042,0.8226
N26775,0.9075
N37929,0.947
N22858,0.7967
N38939,0.948
N51316,0.9533
N32904,0.8805
N43537,0.9148
N5108,0.9509
N6509,0.9313
N14767,0.9023
N18219,0.8202
N20336,0.958
N26006,0.8012
N912,0.8729
N39558,0.9272
N2417,0.9198
N49341,0.9482
N17486,0.9255
N18736,0.8502
N6811,0.8591
N58698,0.77
N13526,0.9715
N49431,0.8971
N26115,0.957
N51692,0.7032
N4985,0.9682
N29171,0.9387
N37065,0.9023
N5583,0.9121
N57841,0.9237
N35750,0.8102
N43713,0.9063
N41444,0.9275
N35969,0.8932
N33219,0.9173
N30480,0.7914
N9361,0.7521
N33713,0.9175
N8846,0.9329
N4250,0.8232
N7898,0.93
N16249,0.9144
N29382,0.9465
N62994,0.9598
N26743,0.8839
N41849,0.9459
N35601,0.8313
N8724,0.5799
N50545,0.4353
N1096,0.5297
N60183,0.9512
N35726,0.9284
N13075,0.9152
N37978,0.9734
N9120,0.8405
N7000,0.8953
N59248,0.8811
N56216,0.9052
N25948,0.8651
N39687,0.9339
N32370,0.95
N54445,0.9345
N17684,0.9284
N33182,0.8447
N3857,0.8806
N56178,0.9321
N40659,0.9201
N26586,0.9423
N49596,0.8256
N46835,0.8454
N20853,0.9052
N34922,0.968
N19979,0.9207
N48564,0.9542
N50359,0.9251
N44658,0.9016
N45344,0.9468
N28135,0.9404
N4921,0.9066
N64236,0.8988
N19870,0.8736
N8617,0.8983
N64225,0.897
N38928,0.9127
N24092,0.9024
N31118,0.8764
N64982,0.9661
N21871,0.9796
N31975,0.9388
N59775,0.9575
N23402,0.9238
N17318,0.8652
N31195,0.8864
N37853,0.8287
N22175,0.9445
N24045,0.8161
N18424,0.9295
N50731,0.8652
N42705,0.9636
N36354,0.8128
N9380,0.9074
N29850,0.8161
N13646,0.961
N40799,0.8401
N6922,0.7231
N44599,0.8882
N49662,0.9642
N7820,0.9428
N51463,0.9171
N881,0.7939
N1365,0.944
N50771,0.8348
N14845,0.9443
N48830,0.9737
N64355,0.8109
N56697,0.888
N61279,0.9072
N29794,0.88
N21948,0.9854
N47004,0.916
N26580,0.7619
N18577,0.8885
N58538,0.9838
N3412,0.9446
N10800,0.883
N26973,0.9494
N26183,0.8198
N27978,0.9403
N3833,0.9507
N4415,0.8634
N15206,0.8699
N46698,0.9642
N27810,0.7883
N30581,0.9498
N40593,0.9558
N28471,0.921
N30505,0.941
N53474,0.8963
N40850,0.9498
N15423,0.9206
N21394,0.8684
N37191,0.9547
N40378,0.8965
N19760,0.8321
N27092,0.8401
N6248,0.883
N4093,0.9227
N36951,0.792
N62180,0.9048
N29720,0.955
N63920,0.9752
N44686,0.9381
N29694,0.8183
N61553,0.8919
N34797,0.8331
N33194,0.9386
N63993,0.9155
N7323,0.9665
N56077,0.9702
N65011,0.8793
N9513,0.9071
N45685,0.8968
N3055,0.9282
N48610,0.9113
N22790,0.839
N28324,0.9073
N50916,0.8498
N14526,0.9561
N50470,0.9798
N33165,0.9317
N46436,0.9337
N30695,0.8981
N60341,0.7416
N27451,0.842
N47655,0.942
N54212,0.9349
N15442,0.8983
N2943,0.8852
N59212,0.9388
N37403,0.9559
N20516,0.9058
N7467,0.9635
N55293,0.9231
N53614,0.9454
N38930,0.9562
N43434,0.909
N33464,0.9478
N39580,0.9029
N22093,0.8552
N46909,0.9931
N16864,0.9383
N34027,0.9324
N46880,0.9534
N46967,0.9579
N33766,0.7194
N65188,0.8051
N18073,0.8799
N41338,0.8734
N19386,0.9606
N11701,0.8144
N52239,0.9591
N40543,0.9123
N37835,0.9015
N7797,0.8296
N16506,0.9018
N31464,0.9771
N21643,0.9434
N22576,0.5782
N49980,0.8956
N24742,0.9172
N26937,0.9649
N53479,0.8984
N40044,0.915
N60011,0.9492
N62664,0.8641
N32416,0.9603
N64039,0.954
N19517,0.8894
N19019,0.8703
N21252,0.9298
N44188,0.9903
N2882,0.9815
N4799,0.9265
N41030,0.942
N54355,0.8406
N15239,0.9397
N32,0.8945
N19718,0.9358
N58565,0.9039
N2491,0.9746
N46741,0.9146
N57193,0.9267
N39856,0.9463
N17756,0.8453
N30599,0.9259
N34826,0.9197
N1553,0.8998
N43424,0.8213
N22198,0.9063
N35378,0.8597
N52396,0.8352
N19861,0.9288
N34851,0.9574
N22428,0.9319
N26291,0.9622
N52731,0.9598
N48825,0.8941
N52496,0.933
N51335,0.884
N38600,0.888
N61712,0.9191
N28737,0.949
N57705,0.9713
N51671,0.9268
N2686,0.9933
N16398,0.8929
N63472,0.9444
N26424,0.9291
N56690,0.9016
N38352,0.961
N12427,0.8438
N54573,0.9604
N10252,0.9144
N26491,0.8959
N45400,0.908
N3187,0.8975
N37401,0.9567
N36097,0.8933
N32110,0.9582
N11129,0.8713
N13598,0.7698
N32484,0.8417
N37695,0.8336
N23726,0.9505
N35545,0.865
N60645,0.8839
N50052,0.9566
N31835,0.8877
N13329,0.8498
N16071,0.9108
N34931,0.9317
N62045,0.9415
N60088,0.925
N13753,0.8964
N47815,0.8537
N37432,0.9809
N46553,0.9367
N49244,0.9189
N56179,0.8862
N24477,0.8784
N37789,0.925
N22821,0.8749
N4172,0.827
N1409,0.8884
N33602,0.9856
N30526,0.8943
N45536,0.8824
N22047,0.8821
N62704,0.9204
N21551,0.8545
N35987,0.9447
N61867,0.935
N25885,0.7563
N62816,0.859
N44425,0.9028
N18280,0.8012
N152,0.8533
N44946,0.9364
N32856,0.8376
N61805,0.9443
N30601,0.9788
N4361,0.9235
N21094,0.8937
N4689,0.9469
N21199,0.9557
N64849,0.9156
N32011,0.9596
N58849,0.9496
N48242,0.9171
N49077,0.9597
N13927,0.9346
N17889,0.8904
N21426,0.8923
N25418,0.8238
N61749,0.9442
N63713,0.9331
N64789,0.9163
N38259,0.9476
N50310,0.9336
N12276,0.9008
N53778,0.9052
N60735,0.9372
N42210,0.9261
N23658,0.859
N53997,0.956
N22541,0.92
N20323,0.8196
N62058,0.9661
N11198,0.9453
N58957,0.9379
N2603,0.841
N64213,0.7949
N40569,0.8852
N44865,0.9271
N839,0.916
N20690,0.8795
N3539,0.9708
N14498,0.9439
N31754,0.8796
N61086,0.9607
N21092,0.961
N18911,0.9334
N43954,0.8962
N1979,0.9346
N41342,0.9076
N11251,0.8996
N25930,0.8971
N11862,0.7891
N1929,0.8595
N19538,0.9754
N3062,0.7968
N14689,0.9008
N30961,0.9156
N914,0.9717
N49300,0.967
N32958,0.8548
N64933,0.9894
N17116,0.8571
N11065,0.9382
N41154,0.9904
N64537,0.878
N21237,0.8384
N49145,0.9612
N18504,0.9404
N31776,0.8927
N223,0.9151
N55831,0.9018
N27043,0.9389
N26322,0.9362
N12404,0.9712
N43006,0.976
N16143,0.9333
N19555,0.8643
N39717,0.9087
N55630,0.8942
N45408,0.9115
N52012,0.9403
N45395,0.8845
N42064,0.8197
N50941,0.9469
N35255,0.8398
